01	Title	1	mw72_Page_0001_Image_0002.png
02	Preface : Reasons for undertaking a New Sanskrit Dictionary, 1	1	mw72_Page_0003_Image_0002.png
03	Reasons, 2	1	mw72_Page_0004_Image_0002.png
04	Reasons, 3	1	mw72_Page_0005_Image_0002.png
05	Plan and Arrangement of the Present Work, 1	1	mw72_Page_0006_Image_0002.png
06	Plan, 2	1	mw72_Page_0007_Image_0002.png
07	Plan, 3	1	mw72_Page_0008_Image_0002.png
08	Plan, 4	1	mw72_Page_0009_Image_0002.png
09	Extent of Sanskrit Literature comprehended, 1	1	mw72_Page_0010_Image_0002.png
10	Extent, 2	1	mw72_Page_0011_Image_0002.png
11	Extent, 3	1	mw72_Page_0012_Image_0002.png
12	Alphabet and System of Transliteration employed, 1	1	mw72_Page_0013_Image_0002.png
13	Alphabet, 2	1	mw72_Page_0014_Image_0002.png
14	Alphabet, 3	1	mw72_Page_0015_Image_0002.png
15	Alphabet, 4	1	mw72_Page_0016_Image_0002.png
16	Alphabet, 5	1	mw72_Page_0017_Image_0002.png
17	Principal Sources drawn upon in the Process of Compilation, 1	1	mw72_Page_0018_Image_0002.png
18	Principal Sources, 2	1	mw72_Page_0019_Image_0002.png
19	Aids and Encouragements received, 1	1	mw72_Page_0020_Image_0002.png
20	Defects and Inconsistencies acknowledged, 1	1	mw72_Page_0021_Image_0002.png
21	Defects, 2	1	mw72_Page_0022_Image_0002.png
22	Defects, 3	1	mw72_Page_0023_Image_0002.png
23	Directions to be used before using this dictionary	1	mw72_Page_0024_Image_0002.png
24	Abbreviations	1	mw72_Page_0025_Image_0002.png
25	Dictionary order of the nagari letters	1	mw72_Page_0026_Image_0002.png
